id,no,state,name,address,description,website,email,tel,fax,image,latitude,longitude,likes,status
272,5,PULAU PINANG,auto- city juru,"1688-F8, Jalan Perusahaan, Highway Auto-City,North-South Highway Juru Interchange, 13600 Prai, Penang","auto -city  is the largest automobile centre of the northern region, offering as many as 30 auto brands for cars and superbikes, it has also become the hubs for food, entertainment, gated banking, shopping and outdoor events.Visitors experience from more than 30 food & entertainment outlets which cover a host of different cuisines both local and international:",http://www.rhythm06.com/index.php?option=com_conte, golden@autocity.com.my,04-5011222 ,04-5011221,destination_penang_05.png,0,0,0,NEW
271,4,PULAU PINANG,toy musuem,"Jalan Tanjung Bungah,11200 Tanjung Bungah Penang, Malaysia","Penang Toy Museum bills itself as the world?s largest toy museum. It is home to over 100,000 dolls, trains and other collectibles and has earned a spot in the Malaysian Book of Records as the country?s first toy museum, with the largest toy and figurine collection.Walking through the front doors is like stepping back into childhood and you are sure to see some old friends in the collection, from My Little Ponies and Care Bears to Doraemon and Gundam collectibles.",http://penang.attractionsinmalaysia.com/Toy-Museum,?lohleancheng@yahoo.com,6012-4602096,,destination_penang_04.png,0,0,0,NEW
270,3,PULAU PINANG,wat chayamangkalaram,"24 Lorong Burma??Georgetown, 10250 George Town, Penang","Wat Chaiyamangkalaram (also known as Chayamangkalaram or Chaiya Mangkalaram) is one of the most resplendent Buddhist temples in Penang. It has an outwardly Thai architecture applying vibrant colors and designs.The Siamese temple was built on 1845 at afive-acre land donated by Queen Victoria to the Thai Communities in Penang and is located at the heart of Georgetown along Burma Lane (Lorong Burma) in Pulau Tikus.Although not the oldest, but Wat Chaiyamangkalaram is certainly the largest Buddhist temple in Penang. Its interiors are adorned with a great number of Buddha statues with the most prominent ones include the 33 meters (108ft) reclining Buddha.",http://www.visitpenang.gov.my/portal3/what-to-see/,,016-4105115,,destination_penang_03.png,0,0,0,NEW
268,1,PULAU PINANG,tropical spice garden,"Lone Crag Villa, Lot 595 Mukim 2, Jalan Teluk Bahang??Teluk Bahang, 11100 Penang","Set just up the road from the Teluk Bahang junction, Penang?s Tropical Spice Garden is an eight-acre collection of secondary jungle with some 500 species of flora and fauna. Southeast Asia?s only tropical spice garden is a good place to spend the afternoon with your kids ? the nature conservation complex features three garden trails that take you on 20-45 minute journeys past stream crossings, waterfalls and structures made of recycled organic materials.",http://www.tropicalspicegarden.com/,info@tropicalspicegarden.com,04-881-1797,+604 881 3794,destination_penang_01.png,0,0,0,NEW
269,2,PULAU PINANG,fort cornwallis,"Jalan Tun Syed Sheh Barakbah 10200 Georgetown, Penang","Fort Cornwallis is the largest standing fort in Malaysia. Set close to the Esplanade and Penang Clocktower, the star-shaped bastion is one of the oldest structures in Penang. Named after Marquis Charles Cornwallis, only a set of ten-foot high outer walls remain, with an enclosed park within.Situated on Penang?s north-eastern coast, a stroll along the privately-managed Fort Cornwallis? perimeters will take you about 10 minutes. It is a surreal experience to hear the 1812 Overture playing over the speaker system while a Malaysian man dressed in full British regalia stands at the gate.",http://www.penang-online.com/pages/place-of-intere,?sebagus@tm.net.my,04-261 0262 / 0263, 604-2610260,destination_penang_02.png,0,0,0,NEW
273,1,PULAU PINANG,Cheong Fatt Tze Mansion,"14 Leith Street, 10200 penang, malaysia","Cheong Fatt Tze Mansion, a boutique hotel that?s one of Penang?s best-known attractions in an ornate edifice built in the traditional Hakka ? Teochew style. Located at 14 Leith Street, the structure was erected in the 1880s when Hakka merchant, Cheong Fatt Tze commissioned its construction.",,,42620006,42625289,heritagetrail_penang_01.png,0,0,0,NEW
274,2,PULAU PINANG,Yap?Kongsi,"?LEONG SAN TONG?KHOO KONGSI?18 Cannon Square, 10200Penang","Located at the intersection of Pitt and Armenia streets, Yap Kongsi in Penang commemorates the forefathers of the clan by worshipping them in the temple inside the house. It also stands as a tribute to the area where a Straits Chinese secret society called the Tua Pek Kong society flourished once. In fact, history says that the secret society used to operate from Tua Pek Kong Temple dedicated to the Chinese God of Prosperity.",,,04-261 4609,,heritagetrail_penang_02.png,0,0,0,NEW
275,3,PULAU PINANG,City Hall,"Jalan Padang Kota Lama, 10200?Penang, Malaysia.","The City Hall building was originally called the Municipal Office, Penang. It was renamed City Hall when George Town was granted city status in 1957. It has continued to be known as City Hall, even when the local government was revamped in 1976. Today it is one of the buildings housing the Municipal Council of Penang Island or Majlis Perbandaran Pulau Pinang (MPPP). The whitewashed building forms an elegant backdrop to the Esplanade.",,,,,heritagetrail_penang_03.png,0,0,0,NEW
276,4,PULAU PINANG,Penang Islamic Museum,"128 Gat Lebuh Armenian??Georgetown, 10300 Penang","The Penang Islamic Museum houses an exhibition detailing the role and contribution of Malay leaders in the growth and spread of Islam in Penang and Malaysia. Set on Armenian Street, the gallery also provides details on key 19th and early 20th-century public figures and their cultural influence on Penang.The Penang Islamic Museum also has a beautiful collection of 19th century furniture plus a life-sized diorama of a dock scene, which depicts a maritime-oriented haj (pilgrimage to Mecca). Also known as the Syed Alatas Mansion, the gallery is housed in a restored villa that was once the residence of powerful Acehnese pepper merchant, Syed Mohammed Al-Attas. Later, it was used as a recycling depot for Penang?s Indian Chettiar community.",,,04-2620172,6088 240 230,heritagetrail_penang_04.png,0,0,0,NEW
277,5,PULAU PINANG,Town Hall ,"Jalan Padang Kota Lama, 10200?Penang, Malaysia.","This was the previous social venue for penang's elite back in the 1880's. Its classic colonial elegance was the backdrop for a scene in the movie, anna and the king.located nearby is an ornate fountain which was presented to the public of penang by Koh seng tat in 1883",,,,,heritagetrail_penang_05.png,0,0,0,NEW
278,1,SABAH,Tunku Abdul Rahman Park,"Sabah Parks, Lot 45 & 46, 1st - 5th Floor, Block H, Singature Office, KK Times SquareCoastal Highway88100 KOTA KINABALU","The marine park is a cluster of islands comprising Pulau Gaya, Pulau Sapi, Pulau Manukan, Pulau Mamutik and Pulau Sulug, all only 10 - 20 minute speedboat ride from the city of Kota Kinabalu. The five islands of the Marine Park are characterized by shallow waters, sumptuous coral gardens and all boast splendid white sandy beaches. The reefs lie in shallow waters with little current making it an ideal location for novice divers, however, the diverse and sometimes rare marine creatures also make it an interesting dive location for experienced divers and underwater photographers. To dive in the marine park you must contact one of the local dive centers based in Kota Kinabalu who also offer a full variety of PADI courses ranging from Discover Scuba to Instructor. Among the sandy seabed a good variety of marine life can be found such as Scorpion fish, Blue-spotted rays, cuttlefish, mantis shrimps and the occasional green or hawksbill turtle. At some locations, rare creatures such as the harlequin ghost pipefish and mandarin fish can be found especially with the help from local dive guides. During the cooler months from November to February, plankton blooms attract krill which in turn attract whale sharks, the world's largest fish. At times, the density of the krill can be so thick in these murky conditions underwater encounters with these colossal animals can be exciting as they suddenly appear out of the gloom. Non-diving visitors can still have as much fun in the islands with other optional activities such as snorkeling in Pulau Sapi and Manukan and seawalking in Pulau Sapi. If water sport is your cup of tea, you may contact any local tour companies for more information regarding the water sport activities that are available.",www.sabahparks.org.my,sabahparks@sabah.gov.my,+6088 523500,,,5.97617222,116.0265889,0,NEW
279,2,SABAH,Sepilok Orang Utan Rehabilitation Centre,"Batu 14, Jalan Labuk - Sandakan, WDT 200, 90009 Sandakan","The Sepilok Orang Utan Rehabilitation Centre was set up in 1964 to rehabilitate orphaned baby orang utan. Set in the lush 4,300-hectare Kabili-Sepilok Forest Reserve, the Centre under the administration of the Wildlife Department of Sabah attracts tourists and researchers alike, giving them the opportunity to watch the orang utan up close in their natural habitat. A boardwalk leads you to a viewing gallery and feeding platform where the apes are fed milk and bananas twice a day at 10.00am and 3.00pm by rangers. Feeding time also attracts long-tailed macaques to the area. While orang utan rehabilitation is still the primary goal at Sepilok, it also focuses on public education on conservation, research and assistance on other endangered species such as the rhinoceros. Visitors are restricted to walkways. Some orang utan have become familiar with people but touching them is strongly discouraged, and while the apes are naturally shy and gentle, the more mischievous ones may try to grab your camera or hat, in which case you should call for a ranger as trying to wrestle the 200 pound apes may not be a good idea. For the more adventurous, there is trekking through mangrove forest. As this is under the Forestry Department, you will have to get a permit from them before trekking the 5km trail which runs through Sepilok Laut. You can also arrange for a boat return or accommodation in chalets in the forest.",www.sabah.gov.my/jhl/,info@sabahtourism.com @soutan@po.jaring.my,+6089 531180,+6089 531189,destination_sabah_02.jpg,5.86487778,117.948825,0,NEW
280,3,SABAH,Rainforest Discovery Centre (RDC),"EE Programme Coordinator, Rainforest Discovery Centre, PO Box 1407, 90715 Sandakan, Sabah","The Rainforest Discovery Centre (RDC)?is the gateway to getting to know the uniqueness and importance of Borneo?s rainforests.Situated 23 kilometres from Sandakan Town and not too far from the Sepilok Rehabilitation Centre, the RDC?s main highlights are its exhibition halls, the Plant Discovery Garden, the Kapili-Sepilok Forest Reserve, environmental education programmes and a small lake for boat rides.The RDC also gives visitors a chance to get intimate with nature through its Nature Experience programme which includes a guided walk to the Plant Discovery Garden, Rainforest Walk and indoor/outdoor activities.As of 2009, RDC has also become the official venue for the annual Borneo Bird Festival which attracts the participation of birding enthusiasts from all over the world.",www.forest.sabah.gov.my/rdc/,rdcsepilok@yahoo.com,+6088 212121,+6088 212075,destination_sabah_03.jpg,5.87734444,117.94205,0,NEW
281,4,SABAH,Tabin Wild Reserve,"Tabin Wildlife Holidays Sdn Bhd, Lot 11-1, 1st Flr, Blk A, Damai Point, Jln Damai, 88300 Kota Kinabalu","Imagine a close encounter with wildlife as if starring in a National Geographic documentary; and getting in touch with Mother Nature in her purest, most untouched form-Tabin Wildlife Reserve gives you this and more. Nestled amidst 120, 500 hectares of dipterocarp rainforest, Tabin Wildlife Reserve is home to various endangered wildlife such as the Borneo Pygmy elephant, the Sumatran rhino, Tembadau and exotic birdlife. Wildlife photography aficionados and birdwatching enthusiasts will find their visit to Tabin a truly priceless experience! Enhance your life with the experience of rainforest life as you listen to the calming sounds of nature in Tabin. Covered in euryspecies lowland rainforest, Tabin nurtures a colossal number of tropical plants; some of which are rich in medicinal and therapeutic values. Pamper your skin by indulging in Tabin's mineral-rich mud volcanoes and salt springs. This gift of nature also serves as salt-lick for the wildlife and bird populations. Naturalists can drink in the best of nature's offering by trekking through the rainforest for a journey of 23 kilometers. Along the way, there are campsites for overnight stays. After an exhilarating adventure, make your way to Sunbird Caf? to have your meal served, chill out, and share your venture experience with other like-minded visitors. Dubbed the 'happening place' to eat, a must-try dish in this caf? would be the pakis dish-where tender tips of wild fern, a healthy vegetable abundantly growing in Tabin, are whipped to a meal of perfection. Following a sumptuous meal, sit back and relax as you sip coffee while enjoying the spectacular view of the forest and the river nearby. Whether you're a wild adventure seeker, an environmentalist earth mother, a photography lover, an animal activist, or simply just someone looking out for something fun; Tabin extends her arms in welcome. Here, you'll get a taste of nature like nowhere else.",www.tabinwildlife.com.my,enquiry@tabinwildlife.com.my  , +60 88 267266  , +60 88 258266,destination_sabah_04.jpg,5.36479444,118.7557639,0,NEW
282,5,SABAH,Lower Kinabatangan Wildlife Sanctuary,,"Stretching 560km from the Crocker Range in the southwest of Sabah to the Sulu Sea in the east, the Kinabatangan River sustains one of the world's richest ecosystems. The surrounding areas along the river consist of five distinct habitats - dipterocarp or dry, waterlogged and limestone forests, and freshwater and saline swamps. The lower basin of the river itself is the largest forest covered floodplain in Malaysia and has the largest concentration of wildlife in the South East Asian region. Other than being home to Borneo's indigenous orang utan and proboscis monkey, the surrounding forest is also one of only two known places in the world where 10 species of primates are found. All the eight species of hornbill found in Borneo make the area their home. A trip up the river at dawn or dusk is the best opportunity to see the wildlife. You might even sight an Asian elephant or a Sumatran rhinoceros wandering through the trees. Optional tours can be arranged for night safaris as well to spot crocodiles, birds and nocturnal animals. Many major local tour companies run lodges in the Sukau area with packages that include accommodation, transportation, meals and guided tours. Alternatively, you may want to experience the homestay programme which is available at surrounding villages and which provides a good opportunity to truly experience the life of the Orang Sungai. Join in their cultural activities or even try your hand at the local way of farming!",www.sabahtourism.com,info@sabahtourism.com,+6088 212121,+6088 212075,,5.43458056,118.0350556,0,NEW
283,6,SABAH,Turtle Island Park,"Sabah Parks, Lot 45 & 46, 1st - 5th Floor, Block H, Singature Office, KK Times, Square, Coastal Highway, 88100 KOTA KINABALU","The Turtle Island Park (gazetted 1977) lies 40km north of Sandakan in the Sulu Sea and consists of Selingan, Bakungan Kecil and Gulisan islands. The park is a safe haven for the endangered green and hawksbill turtles and gives you the rare opportunity to watch turtle landings. Selingan, the largest of the islands, houses the park's headquarters, a turtle hatchery, tourist accommodation and basic facilities. The other two islands are more for conservation activities. As turtle landings usually occur after dusk, an overnight stay would be the best plan to see the turtles as they come ashore to lay their eggs, but shining a light on them or using camera flashes should be avoided as either can be stressful on the creatures.Turtles lay their eggs throughout the year, but the best time to head there is between July and October when the sea is calmer. Observe the collection of eggs, tagging of mother turtles and releasing of baby turtles into the sea.",www.sabahparks.org.my,info@sabahparks.org.my,+6088 523500,,,6.17356111,118.0608944,0,NEW
284,7,SABAH,Maliau Basin (Sabah's Lost World),,"The Maliau Basin is a place set on a sprawling 588.4 square kilometers land in Tawau, at the South Central Part of Sabah. It contains an unusual assemblage of 12 forest types, comprising mainly of lower montane forest dominated by majestic Agathis trees, rare montane heath forest and lowland, and hill diperocarp forest. The highlight of the adventure is to trek the majestic 7 tiers Maliau Falls. Keen visitors must, however, obtain a permission to enter the Maliau Basin in advance from Yayasan Sabah. Also bear in mind that Maliau Basin is a remote, atavistic and isolated area with limited access, communications and safety facilities.Nature explorers will simply love the Maliau Basin as it is an excellent site for jungle trekking and bird watching. At night, visitors may also take a night drive for wildlife spotting. Water babies can also take a dip in the beautiful waterfall.",www.sabahtourism.com,info@sabahtourism.com,+6088 212121,+6088 212075,destination_sabah_07.jpg,4.76914167,116.9178611,0,NEW
285,8,SABAH,Crocker Range Park,"Sabah Parks, Lot 45 & 46, 1st - 5th Floor, Block H, Singature Office, KK Times, Square, Coastal Highway, 88100 KOTA KINABALU","144 kilometers away from Kota Kinabalu is the Crocker Range National Park (CRNP), situated in the Crocker Range, Sabah. The Crocker Range Park is located 13 kilometers from Keningau town, approximately 25 minutes away by car.  The Crocker Range was designated to be a forest reserve in 1968. In 1984, Crocker Range Nature Park was then established in order to protect the water catchments area which was supplying clean drinking water to the West Coast and the interior of Sabah. It was renamed Taman Banjaran Crocker (Crocker Range Park) in 1996 and is managed by the Sabah Parks.  Located in the heart of Crocker Range Park, the newly developed Sabah Park?s facility which opened in February 2004 is ideal a place for meetings, camping, jungle trekking and outdoor educational activities. Among the attractions to found in the Crocker Range Park are the Rafflesia sites, trekking courses, and camping ground.  The rising concern for protecting its rich biodiversity and rare species of flora and fauna had been the prime propellant in the initiative to gazette it as a national park. Please pre-arrange with the travel agent regarding your booking.",www.sabahparks.org.my,sabahparks@sabah.gov.my,+6088 523500,+6088 212075,destination_sabah_08.jpg,5.37835278,116.0890944,0,NEW
286,9,SABAH,Danum Valley Conservation Area,"Borneo Nature Tours S/B (KPL 3719), Block D, Lot 10, Ground Floor, Sadong Jaya, Complex, 88100 Kota Kinabalu, SabahP.O.Box 1162, 88817 Kota Kinabalu, Sabah","On a sprawling 438 square kilometer undisturbed land, 70 kilometers (44 miles) west of Lahad Datu, lies nature?s jewel called the Danum Valley Conservation Area. This conservation area boasts one of the richest conservation areas in the world with over 200 species of tree per hectare thriving on it. Recognized as one of the world?s most complex ecosystem, this forest serves as a natural home for endangered wildlife species such as the Sumatran rhino, banteng, Asian elephant, clouded leopard, orang utan, proboscis monkey, as well as a vast range of Sabah?s lowland fauna. Being remote from human habitation and almost alien to modern civilization makes the Danum Valley Conservation Area a naturalist paradise. Drink in the beauty of this virgin forest by taking nature walks with experienced naturalists through tranquil rivervine and lowland dipterocarp forest. Avid birdwatchers will appreciate the 300-meter-long and 27-meter-high canopy walkway which offers a peek into abundant bird life in the forest canopy. The Danum Valley Conservation Area also has beautiful waterfalls and rivers including Sungai Purut 7-tiered pools?one of the most spectacular waterfalls and pools found in Danum Valley Conservation Area. Here, visitors also get the chance to visit an ancient Kadazandusun burial site, complete with belian coffins and ceramic spirit jars. Three burial sites have been discovered in Danum Valley?two near the field centre and one below the cliff, overlooking Borneo Rainforest Lodge. On the way down, visitors can take a dip in the jacuzzi pool that is leech-free and safe for swimming. Later in the evening, go for a wildlife watching night drive in an open jeep. Depending on luck, wildlife photography enthusiasts will get an excellent opportunity to catch snapshots of the elusive wild inhabitants of the Danum Valley Conservation Area. Be more enlightened about nature and wildlife by watching an educational video and slide presentations. Those planning extensive wildlife photography are recommended to stay for at least 3 days to have better success at finding wild animals frolicking about.", www.borneonaturetours.com,info@borneonaturetours.com,088-267637,+6088 251636,destination_sabah_09.jpg,4.98343333,117.58435,0,NEW
287,10,SABAH,Kinabalu National Park,"Sabah Parks, Lot 45 & 46, 1st - 5th Floor, Block H, Singature Office, KK Times, Square, Coastal Highway, 88100 KOTA KINABALU","Kinabalu Park was gazetted as the first State Park in Sabah in 1964 and declared Malaysia?s first World Heritage Site by UNESCO in the year 2000 for its outstanding biological attributes. A sprawling 75, 400 hectares, this melting pot of natural wonders is larger than Singapore.Also the Centre of Plant Diversity for South East Asia, the Park boasts more than 5,000 vascular plant species, an estimated 1,000 orchid species, 621 fern species, nine Nepenthes species, 29 Rhododendron species and two Rafflesia species. The Park has no shortage of fauna as well, being home to some 90 lowland mammal species, 22 montane mammal species, 21 bat species, 326 bird species, 62 toad and frog species and a large population of the 850 butterfly species that occur in Sabah. Out of the 29 bird species that are endemic to Borneo, at least 17 are confined to the mountains, notably Mount Kinabalu. These include subspecies of the Red breasted Tree-partridge, Crimson-headed Wood-partridge and Mountain Blackbird. Such diversity is truly the makings of a naturalists? paradise!The main attraction at the Park is none other than the majestic Mount Kinabalu, one of the highest mountains in South East Asia standing at 4095.2 metres. Apart from traditional mountain climbing, visitors can also experience the Mountain Torq, the world?s highest and Asia?s first Via Ferrata or ?iron road? at 3,200m to 3,800m above sea level. The various routes on the northern rock faces of Mount Kinabalu consist of a ?trail? that is made up of iron rungs, palettes, cables and rails. Depending on the preferred difficulty level, visitors can enroll in various activities such as the intro to single pitch or multi pitch sports climbing, intro to rappelling (abseiling) and introduction to rope ascending. Mount Kinabalu attracts thousands of climbers from around world every year and is also the venue of the annual Mount Kinabalu International Climbathon.Surrounding the Kinabalu Park is a multitude of natural attractions and enjoyable activities. The Kinabalu Natural History Gallery is a great place to familiarize with what the Park has to offer to through a fascinating exhibition on the flora, fauna and geological make-up of the Park. Video presentations are screened daily at the Liwagu?s Visitors Centre and guided tours are also available. Approximately half an hour from the Kinabalu Park headquarters is the Poring Hot Springs, located 400m above sea level. It features hot sulphur spring baths claimed to have therapeutic values, a 41-metre canopy walk where visitors can hike among the towering canopies, the refreshing Kipungit and Langanan waterfalls, various gardens, a butterfly farm and an orchid conservation centre. In Mesilau, hike along the acclaimed Mesilau trail where you can spot various pitcher plants particularly the Nepenthes lowii, Nepenthes tentaculata and Nepenthes rajah.A variety of accommodation is available within the Park and in its surrounding areas, ranging from basic hostels to luxury chalets.",www.sabahparks.org.my,info@sabahparks.org.my,+6088 523500,,destination_sabah_10.jpg,6.00570833,116.5426111,0,NEW
288,11,SABAH,Menara Tun Mustapha,,"Located 5 kilometres or about 15 minutes away from the KK City Centre. Formerly known as the Sabah Foundation Building, this circular tower of steel and glass stands 30 storeys high in the Likas Bay area and is instantly recognizable as a Sabah icon. It has a central core with steel brackets supporting each floor. When completed in 1977, it was one of the three such buildings in the world based on this design concept.Inside are housed an auditorium, two mini-theatres, exhibition foyer, a gymnasium, kindergarten and Research library.",www.sabahtourism.com,info@sabahtourism.com,+6088 212121,+6088 212075,destination_sabah_11.jpg,6.01733611,116.1097917,0,NEW
289,12,SABAH,Trus Madi Conservation Area,"Sabah Forestry Department, KM 10, Labuk Road, 90000 Sandakan, Sabah","Avid mountaineers and adventure seekers take heed! If it?s a challenge that you're looking for, look no further than Mount Trusmadi.The Trus Madi Forest Reserve is bordered by three districts?Ranau up north, Tambunan on the west, Keningau down south, and Sook in the east. The forest reserve is classified as a Class 1 Forest Reserve and it covers 184, 527 hectares of land.Situated circa 70 kilometers southeast of Kota Kinabalu and standing at 2, 642 meters (8, 668 feet) tall, Mount Trus Madi is the second highest mountain in Sabah and Malaysia after Mount Kinabalu. However, it is said to offer a tougher challenge to its climbers compared to Mount Kinabalu. To reach the summit from the starting point, climbers will be trekking through 4.9 kilometers of heavily foliaged virgin rainforest. Mount Trus Madi consists of five different types of vegetations?lowland mixed dipterocarps, hill mixed dipterocarp forest, lower montane forest, upper montane forest, and summit scrub. The slopes of Mount Trus Madi are steep, winding, and often mucky. The forest?s rich vegetation acts as a habitat for birds, wild animals, as well as a number of exotic floras such as orchids and several types of medicinal plants. Another interesting thing to spot is the unique pitcher plant, Nepenthes x trusmadiensis?natural hybrid between Nepenthes lowii and Nepenthes macrophylla which is endemic to Mount Trus Madi alone.Walking along the Taman Bunga (Flower Garden), which blooms with colourful flowers at certain times of the year, you will be able to see the beautiful aerial view of Tambunan town. Having reached the summit of Mount Trus Madi at dawn, weather permitting, you will be enraptured by a breathtaking vista of Mount Kinabalu that lies approximately 40 kilometers north?an absolutely rewarding climb!",www.forest.sabah.gov.my,htan@sabah.gov.my ,"+60 89 660 811 /+60",+60 89 669 170,,5.61440833,116.5622528,0,NEW
290,13,SABAH,Lok Kawi Wildlife Park,,"The Lok Kawi Wildlife Park was officially open to the public on the 17th February 2007. It is located along the Penampang-Papar old road and is fully developed by the Sabah Wildlife Department.  The park consists of two components: zoological and botanical. The main objective of the park is to become a family-oriented park and the emphasis is put on the Children?s Zoo.  Among the inhabitants of the zoo (zoological component) are the Borneo Pygmy elephants, Proboscis monkey, Malayan tiger, as well as some different species of deer. The botanical component, on the other hand; offers visitors the opportunity to go jungle trekking along the botanical trail. The paved trail is about 1.4 kilometers long. However, for leisurely strolls, visitors are only advised to walk halfway along the trail.",www.lokkawiwildlifepark.com,,"+6088 765793+0688 7",+6088 765762,destination_sabah_13.jpg,5.85036111,116.0718139,0,NEW
291,14,SABAH,Labuk Bay Proboscis Monkey Sanctuary,"Yet Hing Oil Palm Estate, Off Jalan Labuk, Sandakan","In the centre of the mangrove forests of Semawang is the Labuk Bay Proboscis Monkey Sanctuary, where you can see Borneo's indigenous proboscis monkeys. This privately-owned sanctuary located within an oil palm estate gives you the chance to observe these animals up close and personal.The remarkable males sport big dangling noses, reddish flat-top hairstyles, white tails and markings, and pot bellies. The females on the other hand, are much smaller and have up-turned noses.Take a night tour for a chance to see wild boars, flying squirrels, fireflies and crocodiles. The sanctuary also has a lodge with aircondtioned twin or double rooms, family chalet and dormitaries for those who wish to stay overnight.",www.proboscis.cc,labukbay@proboscis.cc,"089 672133,089 6721",089 672136,,5.92803889,117.7778611,0,NEW
318,2,TERENGGANU,Pulau Redang,"Taman Laut Negeri Terengganu, Limbungan Perikanan, Unit Pantai Timur, Jalan Hiliran, Pulau Kambing, 20300 Kuala Terengganu","Pulau Redang, terletak 45 km di luar pantai Kuala Terengganu, adalah pulau terbesar dari semua pulau-pulau di Terengganu. Dari pandangan pertama, Pulau Redang akan memikat pengunjung dengan keindahan yang menarik. Ia adalah perairan biru sangat cantik dikelilingi oleh pasir putih, dengan latar belakang bukit-bukau yang semuljadi.",,, 09-6312062,09-6312062,destination_terengganu_02.png,5.8,102.9,0,NEW
319,3,TERENGGANU,Pulau Kapas,"Taman Laut Negeri Terengganu, Limbungan Perikanan, Unit Pantai Timur, Jalan Hiliran, Pulau Kambing, 20300 Kuala Terengganu","Pulau Kapas terletak di Daerah Marang, kira-kira 15 minit dari Bandar Kuala Terengganu dan kira-kira 30 minit dari Lapangan Terbang Sultan Mahmud. Perjalanan ke Pulau Kapas hanya mengambil masa 10 minit dengan menaiki bot laju dari jeti Marang. Jeti Marang menyediakan tempat parkir kereta yang selamat untuk pelancong.",,, 09-6312062,09-6312062,destination_terengganu_03.png,5.21667,103.267,0,NEW
320,4,TERENGGANU,Pulau Tenggol,"Taman Laut Negeri Terengganu, Limbungan Perikanan, Unit Pantai Timur, Jalan Hiliran, Pulau Kambing, 20300 Kuala Terengganu","Pualu Tenggol merupakan destinasi menyelam yang mempesonakan dan terletak haya 45 minit (menggunakan bot laju) dari persisiran pantai Kuala Dungun, tetapi hamper kalu 2 jam kalau bot biasa yang digunakan nelayan.Pulau ini kecil ? hanya 3 km panjang dan 2 km lebar. Bagaimanapun ini tidak menghalamgnya dari dianggap? sebagai ?syurga?? lebih-lebih lagi di kalangan penggemar aktiviti menyelam scuba.Pendalaman pulau ini dipenuhi? tebing batu yang curam. Bentuk mukabumi yang berbatu ini menggunjur dari pedalaman pula uterus ke laut membentuk pinggir tebing yang curam di bawah laut seperti dinding kanvas bagi hidupan laut ? yang tidak jemu di kunjungi penyelam scuba.",,,09-6312062,09-6312062,destination_terengganu_04.png,4.8,103.683,0,NEW
321,5,TERENGGANU,Kuala Terengganu Bandaraya Warisan Persisir Air,"Pasar Besar Kedai Payang, Jalan Sultan Zainal Abidin","Pasar Pusat yang dikenali sebagai Pasar Payang terletak di tepi Sungai Terengganu dan merupakan salah sebuah destinasi pelancong yang paling terkenal di Kuala Terengganu. Pasar yang terletak di dalam sebuah bangunan moden ini menawarkan pelbagai jenis hasil kraftangan tradisional seperti batik, kain sutera, songket, kain brocade and barangan logam serta sayur-sayuran yang segar.Pelawat yang berkunjung ke pasar ini tentu seronok membeli barangan tempatan di sini pada harga yang murah. Pasar ini juga merupakan tempat yang sesuai untuk memerhati dan memahami budaya di sini sambil memerhati penduduk tempatan sibuk membeli-belah di sini.",,,,,destination_terengganu_05.png,5.2838705,103.170204,0,NEW
322,6,TERENGGANU,Taman Tamadun Islam (TTI),"Pulau Wan Man,Kuala Terengganu","Taman Tamadun Islam merupakan sebuah kembara interaktif monumen Islam di serata dunia. Ia memberikan pendidikan dan hiburan informatif tentang destinasi Islam dunia.Terletak di Pulau Wan Man, Kuala Terengganu, taman seluas 23 hektar ini adalah sebahagian daripada projek untuk membangunkan Kuala Terengganu sebagai bandar tebingan sungai. Taman Tamadun Islam ini terbahagi kepada dua zon: Kompleks Taman Tamadun Islam dan Zon Awam.Taman Tamadun Islam adalah taman tema pertama yang mengiktiraf senibina Islam. Kompleks ini menempatkan 21 replika bangunan berkaitan sejarah Islam dunia",,sales@tti.com.my,09-6278888,09-6309020,destination_terengganu_06.png,5.308689,103.126876,0,NEW
323,7,TERENGGANU,Tasik Kenyir,,"?Lembaga Kemajuan Terengganu Tengah (KETENGAH) adalah merupakan sebuah agensi di bawah Kementerian Kemajuan Luar Bandar dan Wilayah yang telah diperbadankan pada 12 April 1973 melalui Akta Parlimen Bil. 104/73 dengan diberi kuasa untuk menjalankan pembangunan ekonomi dan sosial di kawasan seluas 443,876 hektar meliputi pedalaman Daerah Dungun, Kemaman dan Hulu Terengganu.?Pada 12 Jun 1993, Kawasan Pembangunan Tasik Kenyir, Hulu Terengganu seluas 209,199 hektar telah digezetkan melalui P.U.(B) 356 dan pelan warta kawasan No. PW486 sebagai sebahagian daripada kawasan KETENGAH menjadikan keseluruhan wilayah KETENGAH berjumlah 653,075 hektar atau kira-kira satu perdua daripada keluasan Negeri Terengganu.",,http://www.ketengah.gov.my,Tel : 09-8231000,Faks : 09-8223104 / ,destination_terengganu_07.png,5,102.8,0,NEW
324,8,TERENGGANU,Rantau Abang,Rantau Abang 23000 Dungun,"Satu lagi tempat yang sepatutnya termasuk di dalam jadual percutian pelancong ialah Rantau Abang yang terletak 60km ke selatan bandar Kuala Terengganu. Di sini, pelawat boleh menunggu dari tengah malam hingga ke subuh bagi melihat penyu belimbing yang besar naik ke darat untuk bertelur. Penyu-penyu ini merangkak perlahan-lahan di pasir putih untuk bertelur, meninggalkan gambaran yang tidak mungkin dapat dilupakan pelawat.",,tumec@fri.gov.my,09-8458169,09-8458017,destination_terengganu_08.png,4.8632,103.3923,0,NEW
